season,soil_moisture,temperature,humidity,rain_probability,time_of_day,soil_ec,action_state
Monsoon,782,24.0,97,0.54,2,2.5,0
Pre-Monsoon,275,28.3,69,0.4,23,2.12,0
Monsoon,883,26.6,96,0.54,3,2.01,0
Monsoon,894,24.8,94,0.61,14,2.5,0
Post-Monsoon,864,22.1,73,0.31,23,1.27,1
Monsoon,752,24.2,91,0.62,13,2.63,0
Monsoon,444,25.7,97,0.63,5,3.02,0
Winter,428,15.1,77,0.14,22,1.59,0
Winter,795,12.8,78,0.03,2,2.05,1
Monsoon,565,27.5,85,0.89,4,1.71,0
Pre-Monsoon,355,26.5,85,0.35,18,2.04,0
Monsoon,532,29.0,89,0.9,9,2.82,0
Winter,299,13.3,73,0.08,9,2.53,0
Pre-Monsoon,761,28.7,82,0.48,2,1.14,0
Pre-Monsoon,877,28.8,85,0.29,15,3.02,2
Post-Monsoon,414,27.4,78,0.25,19,1.42,0
Monsoon,373,27.2,91,0.76,18,1.89,0
Pre-Monsoon,566,27.1,66,0.16,19,3.26,2
Pre-Monsoon,805,26.0,72,0.37,3,2.14,0
Post-Monsoon,432,27.2,80,0.36,2,1.39,0
Winter,540,15.6,73,0.09,20,2.37,0
Monsoon,661,23.6,88,0.99,7,2.65,0
Monsoon,873,29.2,93,0.89,2,2.08,0
Monsoon,727,27.8,89,0.64,19,0.98,0
Pre-Monsoon,950,30.1,66,0.3,23,2.23,1
Winter,703,18.1,80,0.0,7,2.29,1
Winter,549,20.0,76,0.03,2,1.86,0
Pre-Monsoon,900,30.5,80,0.16,17,1.63,1
Pre-Monsoon,379,30.9,62,0.33,1,3.14,0
Monsoon,850,26.6,91,0.63,12,3.2,0
Monsoon,293,23.4,92,0.98,23,1.78,0
Monsoon,465,27.9,90,0.99,4,1.63,0
Post-Monsoon,402,20.3,74,0.38,5,2.2,0
Winter,882,12.1,75,0.14,13,1.71,1
Pre-Monsoon,505,26.3,65,0.49,14,1.14,0
Winter,689,19.3,78,0.07,1,1.28,1
Post-Monsoon,550,23.8,70,0.32,2,1.55,0
Pre-Monsoon,686,26.3,73,0.58,22,1.69,0
Winter,795,13.9,77,0.03,11,1.3,1
Monsoon,756,23.0,90,0.51,8,3.01,0
Post-Monsoon,286,18.4,82,0.23,19,1.23,0
Monsoon,771,24.1,90,0.55,19,1.52,0
Winter,808,20.2,76,0.0,16,1.63,1
Pre-Monsoon,298,29.2,70,0.21,15,1.3,0
Post-Monsoon,446,27.6,72,0.32,6,2.17,0
Post-Monsoon,942,26.4,78,0.39,22,2.74,0
Pre-Monsoon,702,28.4,61,0.29,21,1.63,1
Monsoon,807,23.8,97,0.72,7,2.64,0
Monsoon,783,29.3,86,0.94,11,2.63,0
Pre-Monsoon,864,26.8,65,0.55,18,1.28,0
Monsoon,276,22.5,92,0.73,16,1.27,0
Monsoon,694,27.4,86,0.83,19,1.34,0
Post-Monsoon,436,27.6,82,0.27,9,2.69,0
Monsoon,273,27.2,95,0.92,2,2.93,0
Monsoon,385,29.1,92,0.81,16,2.05,0
Monsoon,891,25.7,93,0.99,3,2.05,0
Pre-Monsoon,791,30.3,77,0.32,3,1.41,1
Pre-Monsoon,643,29.4,73,0.2,4,2.72,1
Post-Monsoon,825,23.9,75,0.39,14,2.57,0
Post-Monsoon,454,20.1,71,0.36,18,1.91,0
Post-Monsoon,553,27.8,81,0.18,4,1.68,1
Pre-Monsoon,910,26.2,73,0.45,22,1.79,0
Monsoon,687,26.9,91,0.98,13,1.62,0
Winter,825,14.6,66,0.01,22,2.76,1
Winter,637,20.7,78,0.02,9,3.14,2
Pre-Monsoon,799,30.7,75,0.19,9,1.85,1
Monsoon,290,23.6,94,0.98,4,2.67,0
Pre-Monsoon,349,32.7,77,0.24,5,1.84,0
Monsoon,618,23.2,92,0.78,13,1.34,0
Pre-Monsoon,791,29.7,63,0.48,0,1.91,0
Post-Monsoon,766,23.6,73,0.38,6,3.42,0
Monsoon,757,27.8,91,0.5,9,2.27,0
Pre-Monsoon,942,31.0,69,0.59,13,1.49,0
Pre-Monsoon,334,25.6,67,0.41,23,1.57,0
Pre-Monsoon,588,31.5,85,0.55,1,2.2,0
Monsoon,258,23.4,87,0.97,2,1.2,0
Monsoon,813,26.6,86,0.73,20,1.97,0
Pre-Monsoon,584,27.3,68,0.57,20,2.62,0
Winter,831,19.5,72,0.11,12,1.94,1
Pre-Monsoon,909,29.1,81,0.5,6,1.93,0
Post-Monsoon,614,19.4,79,0.26,19,2.31,1
Pre-Monsoon,676,28.2,83,0.27,12,1.57,1
Pre-Monsoon,556,27.1,75,0.42,20,1.32,0
Monsoon,733,27.3,91,0.85,15,2.16,0
Monsoon,282,26.7,95,0.56,3,1.47,0
Monsoon,286,25.0,89,0.92,8,2.88,0
Post-Monsoon,411,18.3,74,0.34,6,1.9,0
Monsoon,255,26.7,91,0.93,5,1.9,0
Monsoon,445,28.0,87,0.74,18,1.69,0
Winter,533,21.4,76,0.07,17,1.27,0
Monsoon,592,24.4,88,0.94,5,1.49,0
Monsoon,911,22.6,96,0.5,7,2.86,0
Pre-Monsoon,446,28.1,85,0.47,7,1.09,0
Monsoon,372,23.3,88,0.77,8,1.28,0
Pre-Monsoon,343,25.9,79,0.55,3,0.92,0
Monsoon,761,29.1,98,0.97,16,2.99,0
Pre-Monsoon,831,26.1,60,0.2,9,2.23,1
Monsoon,761,22.4,88,0.97,2,2.59,0
Monsoon,781,25.2,93,0.83,2,1.68,0
Monsoon,268,29.5,95,0.76,15,2.0,0
Winter,399,19.2,78,0.04,19,1.0,4
Monsoon,501,26.3,94,0.76,21,2.77,0
Monsoon,627,26.1,93,0.88,7,2.44,0
Monsoon,394,23.9,92,0.91,3,2.89,0
Monsoon,549,24.7,90,0.74,2,2.46,0
Winter,389,21.8,66,0.01,21,1.86,0
Post-Monsoon,360,27.1,78,0.27,18,1.32,0
Pre-Monsoon,748,28.2,79,0.45,20,1.49,0
Monsoon,792,23.6,98,1.0,13,1.44,0
Monsoon,818,25.9,90,0.59,0,1.9,0
Monsoon,903,25.9,90,0.9,13,1.4,0
Post-Monsoon,791,19.2,73,0.2,4,1.14,3
Monsoon,435,23.5,92,0.95,15,2.75,0
Monsoon,735,28.8,91,0.65,10,1.36,0
Pre-Monsoon,872,25.9,69,0.15,15,1.76,1
Pre-Monsoon,407,25.7,66,0.38,17,2.19,0
Monsoon,719,26.4,97,0.74,14,1.28,0
Pre-Monsoon,856,31.0,64,0.25,17,2.44,1
Monsoon,854,24.4,88,0.67,3,1.17,0
Pre-Monsoon,879,26.2,79,0.47,5,1.56,0
Post-Monsoon,822,19.1,85,0.21,20,3.16,2
Monsoon,326,29.5,93,0.69,3,1.65,0
Pre-Monsoon,555,29.4,83,0.52,16,1.74,0
Monsoon,865,26.8,96,1.0,12,1.47,0
Monsoon,419,26.7,89,0.97,22,0.91,0
Monsoon,526,26.7,91,0.61,1,1.75,0
Monsoon,921,23.6,89,0.87,20,1.84,0
Winter,301,15.2,77,0.04,19,2.62,0
Monsoon,878,22.7,89,0.54,8,2.3,0
Monsoon,614,24.5,95,0.82,9,1.38,0
Post-Monsoon,757,25.5,80,0.31,13,2.15,1
Monsoon,383,27.3,89,0.95,13,2.06,0
Post-Monsoon,743,18.5,83,0.12,12,2.14,1
Post-Monsoon,355,21.8,85,0.39,10,1.7,0
Pre-Monsoon,512,25.5,66,0.44,19,1.76,0
Post-Monsoon,661,25.7,74,0.12,21,2.88,2
Monsoon,291,29.2,95,0.9,6,1.97,0
Pre-Monsoon,541,32.0,68,0.55,13,1.72,0
Pre-Monsoon,482,25.9,83,0.24,4,3.28,0
Winter,491,16.0,74,0.07,4,2.16,0
Post-Monsoon,278,18.2,77,0.39,5,2.39,0
Post-Monsoon,652,22.7,85,0.3,11,2.42,1
Monsoon,873,28.7,93,0.72,4,1.99,0
Post-Monsoon,736,25.7,84,0.35,11,0.81,3
Monsoon,626,22.3,95,0.87,18,1.15,0
Winter,555,15.3,72,0.04,19,2.39,1
Winter,661,15.1,71,0.11,2,3.03,2
Winter,438,20.9,69,0.0,4,1.75,0
Pre-Monsoon,878,30.9,61,0.29,18,1.39,1
Pre-Monsoon,759,29.5,70,0.35,0,2.15,1
Post-Monsoon,418,27.4,76,0.17,19,1.33,0
Pre-Monsoon,394,31.9,66,0.24,21,2.96,0
Monsoon,550,28.8,86,0.63,0,2.22,0
Monsoon,820,25.0,88,0.55,7,2.33,0
Monsoon,593,23.5,96,0.67,20,1.82,0
Winter,935,12.1,78,0.03,23,3.18,2
Monsoon,837,27.3,88,0.77,5,2.32,0
Post-Monsoon,601,19.7,70,0.13,1,2.64,1
Post-Monsoon,922,27.4,81,0.15,12,2.73,1
Winter,280,16.0,69,0.15,5,1.93,0
Post-Monsoon,435,19.4,72,0.24,14,1.91,0
Monsoon,461,27.1,85,0.56,2,1.09,0
Monsoon,728,29.3,97,0.78,8,1.07,0
Monsoon,690,24.4,98,0.83,19,2.16,0
Pre-Monsoon,664,32.3,85,0.25,10,1.81,1
Pre-Monsoon,393,25.7,81,0.56,1,1.06,0
Monsoon,914,22.9,90,0.91,8,2.12,0
Winter,464,17.5,75,0.07,23,2.48,0
Winter,754,18.9,80,0.1,3,2.08,1
Monsoon,908,23.2,86,0.71,13,1.96,0
Pre-Monsoon,594,28.7,78,0.29,15,2.34,1
Monsoon,633,22.9,94,0.93,5,2.45,0
Monsoon,280,29.4,89,0.67,8,2.45,0
Monsoon,302,29.0,89,0.98,1,1.43,0
Monsoon,524,24.5,86,0.71,20,1.9,0
Pre-Monsoon,505,25.6,81,0.37,17,1.38,0
Post-Monsoon,805,26.3,82,0.26,15,1.5,1
Pre-Monsoon,849,29.9,74,0.12,19,2.31,1
Monsoon,826,22.7,92,0.7,10,1.07,0
Post-Monsoon,255,19.1,79,0.18,23,2.29,0
Monsoon,415,28.8,91,0.51,3,1.66,0
Pre-Monsoon,621,32.7,64,0.12,19,2.04,1
Post-Monsoon,691,20.7,74,0.13,10,0.92,3
Winter,322,18.2,78,0.14,11,1.83,0
Post-Monsoon,662,23.5,72,0.13,8,2.99,2
Winter,388,20.6,69,0.01,18,1.33,0
Post-Monsoon,868,19.9,80,0.19,19,1.77,1
Winter,263,18.3,74,0.03,6,3.03,0
Winter,912,16.7,69,0.07,18,0.96,3
Post-Monsoon,402,27.2,77,0.21,14,1.55,0
Pre-Monsoon,906,30.9,84,0.42,23,1.41,0
Monsoon,783,25.0,98,0.82,7,3.17,0
Pre-Monsoon,679,30.1,62,0.25,19,2.26,1
Post-Monsoon,281,24.3,83,0.2,2,1.49,0
Monsoon,303,23.8,92,0.72,5,1.31,0
Monsoon,678,28.3,95,1.0,11,2.2,0
Winter,457,18.6,74,0.05,0,1.89,0
Winter,491,18.6,79,0.14,9,2.32,0
Monsoon,577,29.8,94,0.65,1,1.59,0
Winter,694,18.8,70,0.07,7,1.09,3
Post-Monsoon,928,27.5,78,0.12,3,1.8,1
Winter,283,20.1,75,0.07,3,2.08,0
Monsoon,416,28.1,86,0.92,14,1.84,0
Monsoon,750,27.6,91,0.84,4,1.85,0
Monsoon,433,23.8,89,0.83,7,1.35,0
Pre-Monsoon,695,29.5,85,0.31,7,1.63,1
Monsoon,314,22.1,92,0.65,14,1.71,0
Pre-Monsoon,480,25.2,81,0.32,12,0.93,0
Monsoon,452,29.7,97,0.9,3,2.21,0
Pre-Monsoon,276,31.6,84,0.51,2,1.78,0
Pre-Monsoon,368,32.5,83,0.39,20,2.01,0
Monsoon,434,24.6,89,0.87,5,1.68,0
Monsoon,474,27.1,89,0.52,9,1.24,0
Post-Monsoon,452,20.5,75,0.24,18,2.34,0
Pre-Monsoon,519,31.1,76,0.37,20,1.91,0
Post-Monsoon,519,18.8,73,0.14,9,2.15,0
Monsoon,533,29.0,98,0.72,0,1.36,0
Monsoon,330,25.2,92,0.99,2,1.65,0
Pre-Monsoon,346,32.8,65,0.44,9,3.43,0
Monsoon,626,22.2,86,0.96,12,1.43,0
Monsoon,817,23.2,91,0.62,18,2.32,0
Monsoon,730,23.3,86,0.59,14,1.41,0
Pre-Monsoon,793,28.0,75,0.36,10,2.7,0
Post-Monsoon,383,27.4,78,0.15,5,2.63,0
Post-Monsoon,579,25.9,80,0.21,13,1.03,3
Monsoon,862,23.2,93,0.65,18,1.74,0
Monsoon,502,24.8,93,0.63,23,2.58,0
Monsoon,842,23.2,93,0.78,12,2.31,0
Winter,832,12.3,66,0.04,14,2.11,1
Monsoon,654,28.1,85,0.85,7,1.53,0
Monsoon,368,25.8,95,0.81,1,2.93,0
Post-Monsoon,534,27.7,84,0.15,1,1.3,0
Monsoon,830,22.0,85,0.5,13,1.06,0
Post-Monsoon,403,20.6,73,0.17,12,2.58,0
Pre-Monsoon,836,25.5,67,0.12,4,3.14,2
Winter,506,12.8,65,0.1,10,2.36,0
Monsoon,839,24.6,95,0.79,7,2.73,0
Monsoon,579,28.6,97,0.52,5,1.6,0
Monsoon,376,22.9,88,0.83,16,1.97,0
Monsoon,902,23.4,90,0.85,5,1.19,0
Monsoon,389,22.0,86,0.94,20,2.76,0
Winter,799,12.6,65,0.09,5,1.15,3
Winter,467,21.0,65,0.08,0,1.11,0
Monsoon,783,25.3,85,0.63,21,1.59,0
Pre-Monsoon,354,29.2,72,0.6,9,1.32,0
Pre-Monsoon,716,28.2,65,0.36,0,2.25,0
Monsoon,413,23.7,96,0.85,22,3.04,0
Winter,508,12.9,65,0.05,16,2.08,0
Monsoon,885,25.4,88,0.82,13,1.83,0
Post-Monsoon,419,19.1,76,0.21,1,2.62,0
Monsoon,848,29.7,87,0.82,10,1.54,0
Post-Monsoon,923,27.7,75,0.22,7,1.0,3
Monsoon,422,23.4,95,0.78,7,1.78,0
Monsoon,547,28.9,90,0.59,15,1.53,0
Monsoon,807,25.1,92,0.5,0,2.18,0
Post-Monsoon,529,19.1,81,0.17,5,1.17,0
Pre-Monsoon,912,31.3,76,0.19,22,1.01,3
Monsoon,834,27.1,89,0.94,7,1.21,0
Monsoon,856,29.3,95,0.74,22,1.32,0
Post-Monsoon,709,23.1,85,0.29,0,1.91,1
Monsoon,629,28.3,90,0.83,16,1.65,0
Post-Monsoon,829,22.6,81,0.4,19,2.45,0
Monsoon,580,27.0,90,0.79,17,1.5,0
Post-Monsoon,432,21.3,85,0.27,14,1.53,0
Winter,367,19.1,77,0.02,7,2.06,0
Monsoon,905,27.7,87,0.57,19,2.06,0
Post-Monsoon,521,25.4,75,0.29,1,1.98,0
Monsoon,387,29.5,95,0.74,21,1.69,0
Pre-Monsoon,327,32.0,64,0.27,15,1.24,0
Winter,588,15.3,75,0.05,10,1.34,1
Pre-Monsoon,768,26.5,65,0.54,4,0.95,0
Monsoon,905,26.4,96,0.52,4,1.52,0
Monsoon,802,25.9,91,0.69,14,2.68,0
Pre-Monsoon,275,32.8,70,0.51,13,2.01,0
Monsoon,511,28.5,93,0.61,20,1.38,0
Monsoon,771,22.6,86,0.83,21,2.38,0
Monsoon,634,26.7,92,0.88,8,1.33,0
Post-Monsoon,744,24.2,79,0.29,9,1.65,1
Pre-Monsoon,896,32.3,65,0.55,20,2.31,0
Pre-Monsoon,354,25.6,71,0.39,15,2.29,0
Post-Monsoon,533,19.1,83,0.27,6,1.9,0
Monsoon,738,28.8,94,0.73,8,1.16,0
Post-Monsoon,348,24.3,83,0.2,6,1.11,4
Monsoon,448,22.3,94,0.61,0,1.3,0
Monsoon,569,26.6,93,0.55,12,1.9,0
Monsoon,694,24.2,86,0.74,21,3.08,0
Pre-Monsoon,258,29.0,63,0.28,17,1.46,0
Monsoon,775,28.6,88,0.87,4,3.16,0
Winter,831,22.0,66,0.1,3,2.54,1
Monsoon,899,23.0,95,0.56,22,1.55,0
Monsoon,827,29.7,90,0.57,22,1.63,0
Monsoon,456,26.6,98,0.91,15,1.5,0
Monsoon,284,28.0,98,0.77,4,1.48,0
Winter,317,19.5,67,0.06,4,2.39,0
Pre-Monsoon,811,26.5,81,0.57,3,1.25,0
Pre-Monsoon,679,31.3,69,0.23,17,2.05,1
Winter,637,14.9,73,0.04,12,2.51,1
Pre-Monsoon,838,31.8,79,0.25,21,1.03,3
Post-Monsoon,616,19.7,74,0.35,23,1.12,3
Post-Monsoon,427,21.2,77,0.19,3,2.82,0
Pre-Monsoon,899,27.9,65,0.34,19,3.1,2
Pre-Monsoon,697,28.8,75,0.27,10,1.68,1
Monsoon,819,23.8,90,0.51,22,1.3,0
Winter,322,19.9,68,0.06,5,1.49,0
Post-Monsoon,438,20.3,75,0.15,3,1.42,0
Monsoon,596,28.9,95,0.51,21,0.9,0
Pre-Monsoon,351,32.9,60,0.11,5,1.21,0
Pre-Monsoon,632,30.6,70,0.59,20,1.74,0
Monsoon,357,29.0,97,0.93,3,1.73,0
Post-Monsoon,895,18.8,75,0.31,19,1.22,1
Monsoon,778,28.9,89,0.88,16,1.24,0
Pre-Monsoon,933,30.4,79,0.31,23,1.51,1
Post-Monsoon,870,23.4,82,0.14,14,2.21,1
Monsoon,262,28.3,88,0.98,12,2.4,0
Monsoon,456,29.5,93,0.92,10,2.02,0
Monsoon,830,27.4,96,0.6,17,1.74,0
Post-Monsoon,873,22.0,83,0.12,2,2.8,1
Monsoon,519,29.0,85,0.72,9,1.28,0
Pre-Monsoon,392,28.1,66,0.51,12,2.69,0
Post-Monsoon,467,23.0,79,0.18,17,1.91,0
Monsoon,301,25.4,90,0.68,5,2.28,0
Monsoon,457,28.2,85,0.96,17,2.46,0
Monsoon,422,24.4,86,0.52,9,1.95,0
Post-Monsoon,255,24.3,78,0.24,15,1.47,0
Monsoon,331,27.9,98,0.61,21,1.06,0
Pre-Monsoon,420,25.3,83,0.22,13,1.25,0
Winter,785,19.7,72,0.12,17,1.38,1
Winter,712,12.9,71,0.06,22,1.47,1
Pre-Monsoon,748,26.6,85,0.55,9,2.11,0
Monsoon,414,25.1,97,0.98,9,1.37,0
Pre-Monsoon,845,29.1,75,0.54,3,2.57,0
Monsoon,572,23.0,91,0.77,18,1.69,0
Monsoon,621,22.4,97,0.85,16,1.88,0
Post-Monsoon,640,21.8,74,0.32,23,1.56,1
Monsoon,622,23.3,85,0.55,15,0.87,0
Monsoon,548,27.6,97,0.94,9,2.12,0
Winter,680,21.5,73,0.1,21,1.26,1
Monsoon,636,27.2,96,0.99,20,1.63,0
Winter,764,19.5,80,0.12,11,2.43,1
Pre-Monsoon,927,30.9,64,0.41,11,1.32,0
Pre-Monsoon,508,28.3,78,0.49,11,1.11,0
Pre-Monsoon,725,30.7,79,0.54,23,2.57,0
Monsoon,399,26.7,87,0.52,1,2.26,0
Winter,403,13.1,73,0.14,14,1.18,4
Post-Monsoon,326,23.9,76,0.32,18,1.23,0
Monsoon,549,26.3,88,0.51,1,1.58,0
Monsoon,656,27.2,93,0.88,23,2.77,0
Pre-Monsoon,946,30.2,64,0.52,4,1.43,0
Post-Monsoon,342,20.0,77,0.18,14,2.26,0
Winter,283,16.6,72,0.07,9,2.86,0
Monsoon,919,26.0,85,0.63,19,2.61,0
Winter,508,21.6,80,0.12,22,1.55,0
Monsoon,710,22.3,89,0.97,20,2.14,0
Winter,734,20.4,67,0.13,7,1.28,1
Monsoon,442,22.3,86,0.53,2,2.0,0
Post-Monsoon,911,25.0,73,0.25,0,2.01,1
Post-Monsoon,872,18.1,78,0.15,8,1.86,1
Post-Monsoon,505,19.6,74,0.14,11,1.29,0
Monsoon,514,23.2,89,0.92,4,2.08,0
Monsoon,732,29.6,98,0.87,21,1.44,0
Monsoon,603,29.6,89,0.97,0,0.98,0
Winter,495,19.6,70,0.08,9,1.9,0
Monsoon,339,27.1,98,0.5,13,1.41,0
Pre-Monsoon,255,32.0,75,0.21,13,1.99,0
Monsoon,950,28.8,98,0.57,21,2.83,0
Monsoon,753,22.3,90,0.92,19,2.08,0
Pre-Monsoon,819,27.7,66,0.23,13,1.63,1
Monsoon,281,28.5,88,0.51,23,2.11,0
Monsoon,338,26.6,95,0.68,2,1.12,0
Winter,911,16.9,77,0.02,14,2.8,1
Post-Monsoon,556,20.2,70,0.33,20,2.0,1
Monsoon,539,23.0,97,0.72,14,1.59,0
Post-Monsoon,350,25.7,79,0.3,12,3.19,0
Post-Monsoon,510,22.9,78,0.33,7,2.13,0
Post-Monsoon,437,25.1,80,0.16,16,1.3,0
Post-Monsoon,287,26.0,76,0.12,2,2.68,0
Pre-Monsoon,830,29.8,63,0.26,13,1.73,1
Winter,563,21.2,75,0.06,14,1.29,1
Monsoon,599,23.2,89,0.71,20,3.01,0
Monsoon,604,24.6,88,0.62,10,1.01,0
Post-Monsoon,611,19.5,73,0.32,18,2.0,1
Winter,908,15.7,77,0.07,16,1.43,1
Post-Monsoon,411,18.0,75,0.2,21,2.28,0
Monsoon,775,22.8,89,0.81,22,1.76,0
Post-Monsoon,607,25.4,77,0.37,16,2.46,0
Monsoon,809,27.3,91,0.9,21,1.58,0
Monsoon,898,28.1,93,0.6,17,1.75,0
Post-Monsoon,364,18.2,82,0.13,4,2.24,0
Winter,691,19.0,69,0.01,20,1.85,1
Monsoon,251,27.6,96,0.93,3,2.59,0
Monsoon,702,28.7,85,0.9,17,1.26,0
Monsoon,535,23.5,87,0.55,10,1.93,0
Monsoon,597,29.1,88,0.66,4,1.19,0
Winter,855,16.2,66,0.15,19,2.61,1
Post-Monsoon,714,20.9,72,0.33,13,1.3,1
